"Gene.name","SUM(est_counts)"
"CCR4",174.847
"CCR5",1364
"CCR6",85.14796
"CCR7",454.00045
"CCR8",42
"CCR9",2
"CCRL2",259.9999
"CCS",3425.91246
"CCSAP",597.00005
"CCSER1",56.999997
"CCSER2",2447.84989
"CCT2",8183.73016
"CCT3",21311.42621
"CCT4",6132.9975
"CCT4P1",0
"CCT4P2",0
"CCT5",10626.98505
"CCT5P1",2.00546
"CCT5P2",0
"CCT6A",13028.912
"CCT6B",210.49716
"CCT6P1",231.325
"CCT6P2",0
"CCT6P3",695.49802
"CCT6P4",0
"CCT7",13874.04423
"CCT7P1",6.00161
"CCT7P2",0
"CCT8",9840.43827005695
"CCT8L1P",0
"CCT8L2",0
"CCT8P1",212.558
"CCZ1",3714.71694
"CCZ1B",1476.37973
"CD101",194.0002
"CD109",780.721
"CD14",2874.0045
"CD151",21201.6496456888
"CD160",60.335557
"CD163",1270.1306
"CD163L1",83.000067
"CD164",19183.1873
"CD164L2",128.00003
"CD177",41
"CD177P1",0
"CD180",396.476
"CD19",506.00035
"CD1A",25.1027
"CD1B",45.20803
"CD1C",66
"CD1D",60
"CD1E",144.68930994
"CD2",2362
"CD200",1462.03108
"CD200R1",72.00003
"CD200R1L",0
"CD207",36
"CD209",99.8826
"CD22",183.05974
"CD226",257.1367
"CD24",45612.18054
"CD244",105.00049
"CD247",504.99952
"CD248",4420
"CD24P1",0
"CD24P2",0
"CD24P4",0
"CD27",877
"CD274",296.00029
"CD276",3721.74472001287
"CD28",244.867
"CD2AP",3330.31813
"CD2BP2",4071.9987
"CD300A",276.78419
"CD300C",87.2156
"CD300E",51.4388
"CD300H",2
"CD300LB",23
"CD300LD",8.37468
"CD300LF",186.0001
"CD300LG",93.30803
"CD302",601.9599
"CD320",558.69759
"CD33",284.14884
"CD34",4878.89026
"CD36",981.62238
"CD37",1666.81655006204
"CD38",461.1587
"CD3D",784.999884
"CD3E",2078.99924
"CD3EAP",412.47098
"CD3G",380.989
"CD4",4699.002749189
"CD40",1029.99961
"CD40LG",102.172
"CD44",9355.00404
"CD46",10542.4028334948
"CD46P1",0
"CD47",4937.832
"CD48",1271.99733
"CD5",874
"CD52",2287.00015
"CD53",2917.0021
"CD55",6496.03446
"CD58",814.99979
"CD59",14229.50685
"CD5L",1
"CD6",1041.20083
"CD63",55884.06817
"CD68",7281.14538
"CD69",291.99994
"CD7",489.00046
"CD70",141
"CD72",340.79165
"CD74",248322.91602
"CD79A",1033.0001
"CD79B",208.9996
"CD80",48.8257
"CD81",21027.9676411394
"CD82",1822.79174
"CD83",927
"CD83P1",0
"CD84",1073.36763
"CD86",1042.00036
"CD8A",3014.18244
"CD8B",881.6889
"CD8B2",10.74044
"CD9",14426.99969
"CD93",5360.59
"CD96",856.2242
"CD99",11144.01717
"CD99L2",2236.9972656382
"CD99P1",483.7766
"CDA",84
"CDADC1",501.99980094
"CDAN1",1312.5289
"CDC123",2599.0089
"CDC14A",943.00049
"CDC14B",348.16597
"CDC14C",17.9076
"CDC16",3565.0008
"CDC20",2288.86497
"CDC20B",26016.40197
"CDC20P1",9.1313
"CDC23",1747.52265
"CDC25A",260
"CDC25B",1965.0020222
"CDC25C",525.99962
"CDC26",1015.74
"CDC27",2233.00322
"CDC27P1",0
"CDC27P2",0
"CDC27P3",0
"CDC34",1374.0004
"CDC37",6099.99499
"CDC37L1",1160.99879
"CDC37P1",2.76185
"CDC37P2",7.24099
"CDC40",1319.97525
"CDC42",12578.7922
"CDC42BPA",1234.99980018158
"CDC42BPB",5123.9626
"CDC42BPG",1426.82
"CDC42EP1",2630.00442
"CDC42EP2",767.933
"CDC42EP3",1774.8223
"CDC42EP3P1",0
"CDC42EP4",2421.003
"CDC42EP5",195.000048
"CDC42P1",0
"CDC42P2",0
"CDC42P3",0
"CDC42P4",2
"CDC42P5",0
"CDC42P6",0
"CDC42SE1",7201.06410381976
"CDC42SE2",3096.59594
"CDC45",265.99995
"CDC5L",2784.43
"CDC6",1481.6647
"CDC7",292.00039
"CDC73",2151.18678
"CDCA2",301.0003
"CDCA3",802.04878
"CDCA4",1512.997
"CDCA4P1",2
"CDCA4P2",0
"CDCA4P3",0
"CDCA4P4",5
"CDCA5",654.0003
"CDCA7",99.99999
"CDCA7L",338.41077
"CDCA8",621
"CDCP1",1305.2418
"CDCP2",2
"CDH1",45321.83427
"CDH10",4.00234
"CDH11",9938.00356
"CDH12",5.44239
"CDH12P1",0
"CDH12P2",176.5496
"CDH12P3",0
"CDH12P4",0
"CDH13",1846.64129
"CDH15",13
"CDH16",1
"CDH17",14.77209
"CDH18",5.40528
"CDH19",25.20946
"CDH2",265
"CDH20",1
"CDH22",37
"CDH23",312.0680254428
"CDH24",402.0001
"CDH26",264.02967
"CDH3",2660.7874
"CDH4",226.72926
"CDH5",3361.9993
"CDH6",611.96985
"CDH7",29.3067
"CDH8",122.06619896
"CDH9",25.3698
"CDHR1",41
"CDHR2",5.02809
"CDHR3",806.18751
"CDHR4",2339.05175
"CDHR5",16.999998
"CDIP1",543.029474
"CDIPT",4915.997
"CDIPTOSP",5
"CDK1",4668.99597
"CDK10",1596.190272
"CDK11A",861.5776234142
"CDK11B",2670.6751
"CDK12",4274.32628
"CDK13",4081.1299
"CDK14",853
"CDK15",115.48336
"CDK16",5818.99694
"CDK17",1614.99975
"CDK18",620.80236
"CDK19",1878.9699856
"CDK2",1512.00433
"CDK20",454.99972
"CDK2AP1",11012.52172
"CDK2AP2",19594.95033
"CDK2AP2P1",0
"CDK2AP2P2",13.0059
"CDK2AP2P3",0
"CDK3",424.72700164194
"CDK4",4612.81906
"CDK4P1",3.01662
"CDK5",775.99951
"CDK5P1",0
"CDK5R1",156
"CDK5R2",0
"CDK5RAP1",1698.62670002234
"CDK5RAP2",2299.99923
"CDK5RAP3",3625.73184
"CDK6",918.90986
"CDK7",2353.20788
"CDK7P1",0
"CDK8",1217.9892
"CDK8P2",2.01063
"CDK9",3265.9962
"CDKAL1",954.92692
"CDKL1",270.36626
"CDKL2",6
"CDKL3",221.796095
"CDKL4",8
"CDKL5",1050.28751
"CDKN1A",4849.9913
"CDKN1B",4242.00285
"CDKN1C",605.9998022393
"CDKN2A",423.83589
"CDKN2AIP",702.00005
"CDKN2AIPNL",1095.7131
"CDKN2AIPNLP1",0
"CDKN2AIPNLP2",0
"CDKN2AIPNLP3",0
"CDKN2B",1165.5702
"CDKN2C",882.9995
"CDKN2D",538
"CDKN3",539.00018
"CDNF",32.0812213
"CDO1",102
"CDON",573.9892
"CDPF1",385.99966
"CDR1",8
"CDR2",4727.86539
"CDR2L",1801
"CDRT1",36.57059
"CDRT15",39.1887
"CDRT15L2",2
"CDRT15P1",18.8112
"CDRT15P2",0
"CDRT4",817.34709
"CDS1",2711
"CDS2",3273.41279
"CDSN",85.3318
"CDT1",1433.15312
"CDV3",4105.99565
"CDV3P1",0
"CDX1",62
"CDX2",0
"CDX4",0
"CDY1",0
"CDY10P",0
"CDY11P",0
"CDY12P",0
"CDY13P",0
"CDY14P",0
"CDY15P",0
"CDY17P",0
"CDY18P",0
"CDY19P",0
"CDY1B",0
"CDY20P",0
"CDY22P",0
"CDY23P",0
"CDY2A",0
"CDY2B",0
"CDY3P",0
"CDY4P",0
"CDY5P",0
"CDY6P",0
"CDY7P",0
"CDY8P",0
"CDY9P",0
"CDYL",1119.38266
"CDYL2",709
"CDYLP1",7.0608
"CEACAM1",529.252162
"CEACAM16",9
"CEACAM18",0
"CEACAM19",209.57636
"CEACAM20",4
"CEACAM21",235.9685
"CEACAM22P",44.5398
"CEACAM3",29.06274
"CEACAM4",7.0318
"CEACAM5",2251.99366
"CEACAM6",38576.3786
"CEACAM7",135
"CEACAM8",18.5516
"CEACAMP1",0
"CEACAMP10",4.08272
"CEACAMP11",0
"CEACAMP2",0
"CEACAMP3",2
"CEACAMP4",0
"CEACAMP5",4
"CEACAMP6",0
"CEACAMP7",0
"CEACAMP8",0
"CEACAMP9",0
"CEBPA",2680
"CEBPB",3692.14
"CEBPD",958.859
"CEBPE",2
"CEBPG",1928.9951
"CEBPZ",1651.908
"CEBPZOS",2401.08489
"CECR2",24.02571
"CECR7",322.8414
"CEL",63
"CELA1",14
"CELA2A",1.58756
"CELA2B",1
"CELA3A",0
"CELA3B",20
"CELF1",4382.99275
"CELF2",1557.99938
"CELF3",81.2721
"CELF4",41.2547
"CELF5",39.64835
"CELF6",41.7449
"CELP",10.0912
"CELSR1",4549.00199
"CELSR2",1951.99876
"CELSR3",73.99997
"CEMIP",272.999784689
"CEMIP2",2952.81619
"CEMP1",245.0977
"CEND1",13.00002
"CEND1P1",0
"CENPA",202.0657
"CENPB",6538
"CENPBD1",527.612
"CENPBD1P1",2563.88069
"CENPC",720.7819
"CENPCP1",3.1853
"CENPE",441
"CENPF",3562.0807
"CENPH",508.84673
"CENPI",311.1189
"CENPIP1",0
"CENPJ",716.99964
"CENPK",406.09266
"CENPL",524.57006
"CENPM",375.7327
"CENPN",241.8807
"CENPO",660.16262
"CENPP",309.9054
"CENPQ",568
"CENPS",971.8211
"CENPS-CORT",35.83985
"CENPT",961.99996
"CENPU",928.85446
"CENPUP1",0
"CENPUP2",2
"CENPV",142.04387
"CENPVL1",0.5
"CENPVL2",0.5
"CENPVL3",1
"CENPW",978.0002
"CENPX",1937.0009
"CEP104",987.04405
"CEP112",315.22
"CEP120",2860.9974
"CEP126",2575.9791
"CEP128",1218.47605887518
"CEP131",1014.0002129
"CEP135",560.6402
"CEP152",587.02141
"CEP162",1064
"CEP164",1737.99974
"CEP164P1",7.67525
"CEP170",2031.49591431185
"CEP170B",3532.0009
"CEP170P1",14.0109
"CEP19",338.381
"CEP192",986.6274
"CEP250",4443.413
"CEP290",1543.70718
"CEP295",1479.01371
"CEP295NL",2
"CEP350",3928.16568
"CEP41",2093.16594
"CEP44",620.87647
"CEP55",1297.15249
"CEP57",1430.69054
"CEP57L1",570.032921356
"CEP57L1P1",0
"CEP63",1815.56364
"CEP68",1053.9602
"CEP70",978.46574
"CEP72",206.39714
"CEP76",647.04196
"CEP78",2379.20929
"CEP83",1462.0353
"CEP85",671.00060103577
"CEP85L",223.00003
"CEP89",1418.08289
"CEP95",1263.73985255
"CEP97",920.83691
"CEPT1",1966.22501094413
"CER1",0
"CERCAM",6733.60918
"CERK",2063.17
"CERKL",597.26124
"CERS1",20
"CERS2",19389.7073600474
"CERS3",30.99997
"CERS4",6679.93706
"CERS5",2832.37296
"CERS6",4044.001
"CERT1",1767.995565
"CES1",290.6925519
"CES1P1",51.4198
"CES1P2",0
"CES2",1832.0887168
"CES3",399.948
"CES4A",190.71597
"CES5A",0
"CES5AP1",5.0000008
"CETN1",0
"CETN2",11671.96346
"CETN3",991.999616
"CETN4P",11.2366
"CETP",80.808
"CFAP100",218.00008
"CFAP126",3665.33
"CFAP157",1216.374
"CFAP161",84.99997
"CFAP20",1370.00484
"CFAP206",1033.07233
"CFAP221",569.59296
"CFAP298",7043.4326
"CFAP299",108.03615
"CFAP300",1095.29123
"CFAP36",3374.4142
"CFAP410",1389.9999
"CFAP43",1161.9992
"CFAP44",1982.29792
"CFAP45",7707.75602
"CFAP46",1103.00021
"CFAP47",853.9997
"CFAP52",283.00052
"CFAP53",555
"CFAP54",1083.53329
"CFAP57",1113.87258526891
"CFAP58",36.00005
"CFAP61",225.99967
"CFAP65",823.9996092
"CFAP69",789.4613
"CFAP70",1222.0596
"CFAP73",1917.7687
"CFAP74",71.74855
"CFAP77",90
"CFAP97",1234.3216
"CFAP97D1",20.9655
"CFAP97D2",3.999999
"CFAP99",248.99944
"CFB",129833.119709581
"CFC1",11
"CFC1B",0
"CFD",964.061
"CFDP1",2387.275678
"CFH",4847.32238
"CFHR1",6.8805
"CFHR2",6.90489
"CFHR3",24.80314
"CFHR4",19.25681
"CFHR5",0
"CFI",830.07026
"CFL1",64011.64588
"CFL1P1",18.14024
"CFL1P2",5.00491
"CFL1P3",0
"CFL1P4",0
"CFL1P5",23.8698
"CFL1P6",0
"CFL1P7",0
"CFL1P8",0
"CFL2",1108.1585
"CFLAR",7493.38396
"CFP",117.19665
"CFTR",16.000028
"CFTRP1",0
"CFTRP2",0
"CFTRP3",0
"CGA",14.06461
"CGAS",359.33131
"CGB1",0
"CGB2",0
"CGB3",3.07801
"CGB5",14.435
"CGB7",5.74849
"CGB8",14.7385
"CGGBP1",4851.0037
"CGN",4767.0543
"CGNL1",591.914
"CGREF1",251.2648
"CGRRF1",676.26863
"CH25H",107
"CHAC1",104.00016
"CHAC2",72
"CHAD",505.9766
"CHADL",277.86311
"CHAF1A",776.999600382618
"CHAF1B",1205.19629
"CHAMP1",864.4743
"CHAT",0
"CHCHD1",2240.9993
"CHCHD10",1084.97146
"CHCHD2",15812.3338
"CHCHD2P1",0
"CHCHD2P11",4
"CHCHD2P2",0
"CHCHD2P3",1
"CHCHD2P4",0
"CHCHD2P5",0
"CHCHD2P6",10.3612
"CHCHD2P7",0
"CHCHD2P8",1.01812
"CHCHD2P9",3.2952
"CHCHD3",2157.9969
"CHCHD3P1",0
"CHCHD3P2",0
"CHCHD3P3",0
"CHCHD4",566
"CHCHD4P2",0
"CHCHD4P3",0.3791
"CHCHD4P4",0
"CHCHD4P5",0
"CHCHD5",925.6873
"CHCHD6",613.99956
"CHCHD7",706.24993
"CHD1",2491.9964
"CHD1L",2418.99953001255
"CHD2",3549.06351
"CHD3",8645.99863
"CHD4",11851.3874839074
"CHD5",3.999998
"CHD6",5324.99573
"CHD7",2690.52562
"CHD8",4306.75129
"CHD9",1168.36625006054
"CHDH",925.737
"CHEK1",404.29234
"CHEK2",476.60525897
"CHEK2P2",15.60108
"CHEK2P3",0
"CHEK2P4",0
"CHEK2P5",1.027376
"CHERP",1793.94108
"CHFR",1611.32252046
"CHGA",4
"CHGB",12.68014
"CHI3L1",725.14656
"CHI3L2",155.33103566
"CHIA",3
"CHIAP1",0
"CHIAP2",3.18458
"CHIAP3",1
"CHIC1",259
"CHIC2",536.9385
"CHID1",2801.00258
"CHIT1",59.020304
"CHKA",1938.00321
"CHKB",1362.9020562
"CHKB-CPT1B",254.3125
"CHL1",234
"CHM",755.921
"CHML",1005.28
"CHMP1A",4458.99845
"CHMP1AP1",0
"CHMP1B",4574.28853
"CHMP1B2P",64
"CHMP2A",11269.00266
"CHMP2B",2829.99877
"CHMP3",4126.8103
"CHMP4A",4693.77704
"CHMP4B",10248.4
"CHMP4BP1",37.5871
"CHMP4C",808.699
"CHMP5",4279.9418
"CHMP6",922.9997
"CHMP7",1393.99602
"CHN1",760.86124
"CHN2",399.72335
"CHODL",11
"CHORDC1",2434.262834
"CHORDC2P",5.00902
"CHP1",4916.34096
"CHP2",13.9479
"CHPF",8059.986
"CHPF2",3084.9997
"CHPT1",1533.8
"CHRAC1",2180.09403
"CHRD",1219.22086
"CHRDL1",360.044
"CHRDL2",42.99997
"CHRFAM7A",23.834049
"CHRM1",108
"CHRM2",1.00561
"CHRM3",17.9773
"CHRM4",58
"CHRM5",60.43835
"CHRNA1",77.00006
"CHRNA10",80.85649
"CHRNA2",5.9999976258
"CHRNA3",9.11284
"CHRNA4",0
"CHRNA5",68.083063
"CHRNA6",50
"CHRNA7",85.8940758
"CHRNA9",37.00001
"CHRNB1",1063.49418
"CHRNB2",1.999998
"CHRNB3",1.00059
"CHRNB4",11.792071
"CHRND",0
"CHRNE",32.57427
"CHRNG",62.3873
"CHST1",480.30924
"CHST10",613
"CHST11",1644.6129
"CHST12",1410.106145
"CHST13",6.999996
"CHST14",1560.038
"CHST15",2974.99776
"CHST2",366
"CHST3",635.861
"CHST4",3
"CHST5",43.1117
"CHST6",179.71737
"CHST7",246
"CHST8",4
"CHST9",147.6593
"CHSY1",1855.18095
"CHSY3",254
"CHTF18",1648.99912
"CHTF8",2181.48593
"CHTF8P1",0
"CHTOP",4362.427
"CHUK",1110.99679
"CHURC1",3795.6493
"CHURC1-FNTB",226.5945
"CIAO1",5056.2337
"CIAO2A",1799.96377
"CIAO2B",2213.00007
"CIAO3",1982.50944
"CIAPIN1",2739.00129
"CIAPIN1P",0
"CIART",505.7339
"CIB1",9588.78
"CIB2",411.55955
"CIB3",41.99998
"CIB4",6
"CIC",2966.00281
"CICP1",0
"CICP10",0
"CICP11",0
"CICP12",1.04467
"CICP13",0
"CICP14",375.449
"CICP16",14.1576
"CICP17",0
"CICP18",0
"CICP19",0
"CICP2",0
"CICP20",0
"CICP22",5.65432
"CICP23",1.76932
"CICP24",0
"CICP26",0
"CICP27",216.811
"CICP3",0
"CICP4",2.54785
"CICP5",0
"CICP6",0
"CICP7",0
"CICP8",0
"CICP9",1.053766
"CIDEA",45.00004
"CIDEB",1445.90744
"CIDEC",148.704
"CIDECP1",819.7612
"CIITA",1827.1717
"CILP",14863
"CILP2",716.000000900005
"CINP",2678.09842
"CIP2A",359.99967
"CIPC",2100.7476
"CIR1",4200.33891
"CIR1P1",1.00044
"CIR1P2",0
"CIR1P3",0
"CIRBP",12929.99641
"CISD1",754.9751
"CISD1P1",4.02446
"CISD2",1815.0887
"CISD3",3531.384
"CISH",1031.9997
"CIT",1082.99973
"CITED1",5.05397286162
"CITED2",1854.999
"CITED4",330
"CIZ1",3521.075783
"CKAP2",1287.00036
"CKAP2L",531.789135
"CKAP2P1",0
"CKAP4",7269.56626
"CKAP5",5576.996
"CKB",8172.00367
"CKBP1",0
"CKLF",901.63928
"CKLF-CMTM1",19.94084
"CKM",105
"CKMT1A",4027.31056
"CKMT1B",4406.69647
"CKMT2",20.99999
"CKS1B",3058.29525
"CKS1BP1",25.67
"CKS1BP2",0
"CKS1BP3",0
"CKS1BP5",0
"CKS1BP6",0
"CKS1BP7",1.19061
"CKS2",2361
"CLASP1",2355.15023
"CLASP2",1732.55962
"CLASRP",1755.03654
"CLBA1",2309.25416
"CLC",0
"CLCA1",0
"CLCA2",955.99988
"CLCA3P",0
"CLCA4",0
"CLCC1",2072.77099
"CLCF1",728.0645
"CLCN1",7
"CLCN2",482.748059
"CLCN3",2406.61
"CLCN3P1",45.40884
"CLCN4",157.0004
"CLCN5",627.81404
"CLCN6",591.93455
"CLCN7",5268.00170004552
"CLCNKA",21.996915
"CLCNKB",10.003068
"CLCP1",0
"CLCP2",0
"CLDN1",540
"CLDN10",21.6788
"CLDN11",188.66388
"CLDN12",1379.25066
"CLDN14",80.62561
"CLDN15",322.2922
"CLDN16",4.35276
"CLDN17",1
"CLDN18",25.34795
"CLDN19",47.29673
"CLDN2",5
"CLDN20",2
"CLDN22",73.8197
"CLDN23",1161.001917
"CLDN24",1.14146
"CLDN25",75
"CLDN3",11123.2
"CLDN34",1
"CLDN4",13409.1079000649
"CLDN5",669.00000438546
"CLDN6",11.010794
"CLDN7",9586.70114
"CLDN8",13
"CLDN9",4459.99
"CLDND1",4880.00011
"CLDND2",12
"CLEC10A",189.00003
"CLEC11A",1402.998
"CLEC12A",170.00041
"CLEC12B",5
"CLEC14A",1776
"CLEC16A",1664.85493
"CLEC17A",7.10813
"CLEC18A",69.53369154987
"CLEC18B",62.8206
"CLEC18C",20.883620102264
"CLEC19A",30.8592
"CLEC1A",160.048
"CLEC1B",7
"CLEC20A",0
"CLEC2A",8
"CLEC2B",1020.8174
"CLEC2D",1450.02716
"CLEC2L",5
"CLEC3A",158.0966
"CLEC3B",1123
"CLEC4A",184.9292
"CLEC4C",8.00694
"CLEC4D",11
"CLEC4E",162.59176
"CLEC4F",13
"CLEC4G",1
"CLEC4GP1",5
"CLEC4M",8.26295
"CLEC4O",6
"CLEC5A",98
"CLEC6A",4
"CLEC7A",370.858671
"CLEC9A",29
"CLECL1",44.00004
"CLGN",876
"CLHC1",232.70996
"CLIC1",22692.6639553
"CLIC1P1",0
"CLIC2",1147.00515
"CLIC3",1532.99917
"CLIC4",8264.00423
"CLIC4P1",0
"CLIC4P2",0
"CLIC4P3",0
"CLIC5",459.999714056
"CLIC6",3903.5400001655
"CLINT1",4474.907
"CLIP1",3865.65873
"CLIP2",964.26504
"CLIP3",1100
"CLIP4",311.99976
"CLK1",3971.95089
"CLK2",2917.999151
"CLK2P1",0
"CLK3",2323.012106
"CLK3P2",0
"CLK4",952.32567
"CLLU1OS",3.0000024
"CLMN",3236.6611
"CLMP",1728.59
"CLN3",4154.66373568252
"CLN5",1780.32621
"CLN6",1932.86229
"CLN8",623.50800056
"CLNK",64.69695
"CLNS1A",3182.76956609
"CLNS1AP1",0
"CLOCK",1255.1350701305
"CLP1",496
"CLPB",1418.6133
"CLPP",1579.7846
"CLPS",0
"CLPSL1",30.00005
"CLPSL2",31.00002
"CLPTM1",7164.99875
"CLPTM1L",3390.9991002419
"CLPTM1LP1",0
"CLPX",1614.4254
"CLRN1",0
"CLRN2",0
"CLRN3",5
"CLSPN",276.597427
"CLSTN1",9171.78
"CLSTN2",3885.0961
"CLSTN3",2105.000214
"CLTA",8632.9955
"CLTB",3793.00238
"CLTC",20176.3986
"CLTCL1",194.00011
"CLTRN",38.7116
"CLU",45773.4478
"CLUAP1",2738.61564
"CLUH",2465.9994313
"CLUHP1",0
"CLUHP10",0
"CLUHP11",0
"CLUHP2",0
"CLUHP3",551.74602
"CLUHP4",0
"CLUHP5",0
"CLUHP6",0
"CLUHP8",0
"CLUL1",124.7142
"CLVS1",399.57657
"CLVS2",3.0015
"CLYBL",107.000000054065
"CMA1",0
"CMAHP",5046.04622
"CMAS",1480.99716
"CMBL",4583.9486
"CMC1",1000.2431
"CMC2",1119.066682
"CMC4",722.683
"CMIP",2597.00014
"CMKLR1",721.000291
"CMPK1",5088.0239
"CMPK2",597.9999
"CMSS1",1060.85103
"CMTM1",29.419760060857
"CMTM2",12
"CMTM3",5823.99627
"CMTM4",1070.000594
"CMTM5",1
"CMTM6",7582.99
"CMTM7",870.014646
"CMTM8",956.9997
"CMTR1",2533.00249
"CMTR2",759
"CMYA5",887
"CNBD1",1
"CNBD2",117.86403
"CNBP",17966.00765
"CNDP1",27.90867
"CNDP2",5139.514480054
"CNEP1R1",521.88093
"CNFN",262
"CNGA1",14.1654
"CNGA2",2
"CNGA3",7
"CNGA4",71
"CNGB1",57.7993
"CNGB3",76.999999615
"CNIH1",3817
"CNIH2",1323.689
"CNIH3",320.9998237772
"CNIH4",2264.66947
"CNKSR1",1900.40753
"CNKSR2",59.4308428
"CNKSR3",283.7004
"CNMD",77.99998
"CNN1",2323.6883
"CNN2",11664.24069
"CNN2P1",5.00114
"CNN2P10",0
"CNN2P11",0
"CNN2P12",0
"CNN2P2",0
"CNN2P3",0
"CNN2P4",0
"CNN2P6",0
"CNN2P7",0
"CNN2P8",15.0373
"CNN2P9",9.00207
"CNN3",5998.9949
"CNN3P1",1
"CNNM1",5.22997
"CNNM2",855.93788
"CNNM3",1748.94934
"CNNM4",1172.23044
"CNOT1",3757.25216
"CNOT10",2900.862516
"CNOT11",2994.00446
"CNOT2",4426.02986
"CNOT3",3414.4193507
"CNOT4",1391.94135
"CNOT4P1",0
"CNOT6",3139.42594
"CNOT6L",1802.84244
"CNOT6LP1",2.28858
"CNOT7",2959.99983
"CNOT7P1",0
"CNOT7P2",0
"CNOT8",2598.99642
"CNOT9",3732.19407
"CNP",3433.94099
"CNPPD1",5779.9879
"CNPY1",2.00044
"CNPY2",4160.4626
"CNPY3",3919.9977
"CNPY4",1409.6928
"CNR1",28
"CNR2",46.3087
"CNRIP1",781
"CNST",1351.99866
"CNTD1",251.71884
"CNTD2",136.9999
"CNTF",51
"CNTFR",35.000043
"CNTLN",394.4343
"CNTN1",580.15205
"CNTN2",130.58873
"CNTN3",137.00012
"CNTN4",290.119
"CNTN5",4
"CNTN6",2
"CNTNAP1",440.80853
"CNTNAP2",2177.2407
"CNTNAP3",65.47036
"CNTNAP3B",113.56569
"CNTNAP3C",6.01797
"CNTNAP3P1",3
"CNTNAP3P2",0
"CNTNAP3P5",0
"CNTNAP4",0
"CNTNAP5",0
"CNTRL",1708.99882
"CNTROB",2238.0003
"COA1",2586.98416
"COA3",2646.34883
"COA4",2077.0006
"COA5",1416.3617
"COA6",1171
"COA7",804.7689
"COA8",1973.35116
"COASY",3395.00032
"COBL",1506.00049
"COBLL1",1052.68401885275
"COCH",139
"COG1",4149.14323
"COG2",1837.0082
"COG3",1716.33491
"COG4",2404.60003
"COG5",1568.87184
"COG6",1943.99966
"COG7",3016.1924
"COG8",1435.59922
"COIL",1392.99
"COL10A1",8501
"COL11A1",10234.99474
"COL11A2",1046.99978629645
"COL11A2P1",0
"COL12A1",23028.01219
"COL13A1",679.99934
"COL14A1",3110.99706
"COL15A1",9400.50166
"COL16A1",5691.00466
"COL17A1",3225.99836
"COL18A1",17006.56146
"COL19A1",93.077218
"COL1A1",430918.40347
"COL1A2",305332.01563
"COL20A1",3.00431
"COL21A1",109.99994
"COL22A1",418.00023
"COL23A1",49
"COL24A1",819.00129
"COL25A1",16.000000904759
"COL26A1",11.999998
"COL27A1",612.47602
"COL28A1",341.39974
"COL2A1",386
"COL3A1",254262.9978
"COL4A1",30936.146909911
"COL4A2",26314.77405
"COL4A3",22.999952
"COL4A4",77
"COL4A5",8216.84415
"COL4A6",220.00025
"COL5A1",33251.99389
"COL5A2",32024.05431
"COL5A3",2918.99933
"COL6A1",58085.00433
"COL6A2",64967.013616
"COL6A3",76381.6264
"COL6A4P1",8
"COL6A4P2",14
"COL6A5",21.000011
"COL6A6",178.0005
"COL7A1",994.99995
"COL8A1",3496.57352
"COL8A2",4654.002
"COL9A1",15.55908
"COL9A2",1921.00241
"COL9A3",502.0589
"COLCA2",38.00006
"COLEC10",2
"COLEC11",56.46575
"COLEC12",6007.29583
"COLGALT1",3917.91206
"COLGALT2",37.9999
"COLQ",271.9678
"COMMD1",1689.98655
"COMMD10",1844.99677
"COMMD2",1250.68925
"COMMD3",2867.2748137
"COMMD3-BMI1",32.0398
"COMMD4",2947.550607
"COMMD5",2565.08
"COMMD6",2827.00268
"COMMD7",4979.2223
"COMMD8",531
"COMMD9",2171.22657
"COMP",5694.983
"COMT",4172.0009
"COMTD1",740.99951
"COP1",3063.8983
"COP1P1",0
"COPA",18615.58239827
"COPB1",6465.8816
"COPB2",9067.79694
"COPE",6385.23011
"COPG1",21169.96849
"COPG2",2261.50754
"COPRS",2141.0029
"COPS2",3135.54965
"COPS3",1721.04242
"COPS4",1045.38507
"COPS5",5379.4282
"COPS5P1",0
"COPS6",6075.33687
"COPS7A",4227.00192181316
"COPS7B",933.8964
"COPS8",1982.99845
"COPS8P2",0
"COPS8P3",0
"COPS9",1161.99521
"COPZ1",12681.97051
"COPZ2",991.00021
"COQ10A",254.1403
"COQ10B",2618.12
"COQ10BP2",0
"COQ2",460.99976
"COQ3",537.7456
"COQ4",3773.14549
"COQ5",2156.53333
"COQ6",2891.43275
"COQ7",1678.79443
"COQ8A",1756.75719
"COQ8B",1444.54745
"COQ9",3500.00124
"CORIN",238.4033
"CORO1A",5339.3149
"CORO1B",20990.5306
"CORO1C",3755.00294682487
"CORO2A",1848.34
"CORO2B",224.99979
"CORO6",195.000020254871
"CORO7",2549.188144
"CORO7-PAM16",72.2018
"CORT",33.3385
"COTL1",6681.64615
"COTL1P1",0
"COTL1P2",0
"COX10",1006.06622
"COX11",1501.04573
"COX11P1",0
"COX14",2142.4098
"COX15",1998.6302
"COX16",3267.137
"COX17",4036.61241
"COX17P1",0
"COX18",626.6123
"COX19",978.17538
"COX20",1728.7985
"COX20P1",0
"COX20P2",0
"COX4I1",12476.5785
"COX4I1P1",0
"COX4I1P2",1.19789
"COX4I2",165.0001
"COX5A",5872.0015
"COX5AP2",0
"COX5B",9154.7923
"COX5BP1",0
"COX5BP2",0
"COX5BP3",0
"COX5BP6",5
"COX5BP7",0
"COX5BP8",0
"COX6A1",20610.3202
